"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL","Android app link","iOS app link","iOS app store ID","Formatted price","Formatted sale price"
"I032914_8902_S_CNF","","Newhaven coat","http://ballzy.eu/et/product/newhaven-coat-i032914-8902-s-cnf","https://o.cropink.com/i/p-i/38696d23-06d9-4a3d-98ee-de2f167505c9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","199.00 EUR","89.00 EUR","Carhartt WIP;Black;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I032966_4702_27_CNF","","W´ pierce pant straight","http://ballzy.eu/et/product/w-pierce-pant-straight-i032966-4702-27-cnf","https://o.cropink.com/i/p-i/b3513b40-ff4b-412e-aeb6-f15c740224f2","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Pants","109.00 EUR","44.00 EUR","Carhartt WIP;Pruun;Lifestyle;in stock;Yes;Carhartt WIP;Female","","","","","","","","",""
"OJBF5516_LALYYPPPPURP_2XL_CNF","","Nba heavyweight satin jacket lakers","http://ballzy.eu/et/product/nba-heavyweight-satin-jacket-lakers-ojbf5516-lalyyppppurp-2xl-cnf","https://o.cropink.com/i/p-i/afb1e520-3d77-46df-acba-c28d67b97026","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","149.00 EUR","79.00 EUR","Mitchell &amp; Ness;Purple;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"OJBF5516_PSUYYPPPPURP_2XL_CNF","","Nba heavyweight satin jacket suns","http://ballzy.eu/et/product/nba-heavyweight-satin-jacket-suns-ojbf5516-psuyyppppurp-2xl-cnf","https://o.cropink.com/i/p-i/c47d3841-e9a1-4d6c-8b37-e3270495eecc","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","149.00 EUR","79.00 EUR","Mitchell &amp; Ness;Purple;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"OJBF6043_MNNYYPPPCREA_2XL_CNF","","Branded m &amp;n gt coaches jacket","http://ballzy.eu/et/product/branded-m-n-gt-coaches-jacket-ojbf6043-mnnyypppcrea-2xl-cnf","https://o.cropink.com/i/p-i/a337d5a9-c00d-49c6-9a84-efd0d5a73df8","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","134.00 EUR","59.00 EUR","Mitchell &amp; Ness;Beež;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"OJZP5927_CBUYYPPPOLIV_2XL_CNF","","Nba satin bomber jacket bulls","http://ballzy.eu/et/product/nba-satin-bomber-jacket-bulls-ojzp5927-cbuyypppoliv-2xl-cnf","https://o.cropink.com/i/p-i/a5d275fd-c4b0-400a-bbd5-3b1eda3b29e7","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","144.00 EUR","69.00 EUR","Mitchell &amp; Ness;Green;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"OJZP5927_DMAYYPPPBLCK_2XL_CNF","","Nba satin bomber jacket mavericks","http://ballzy.eu/et/product/nba-satin-bomber-jacket-mavericks-ojzp5927-dmayypppblck-2xl-cnf","https://o.cropink.com/i/p-i/531736ca-a118-46b1-a05b-af10e0f72c67","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","144.00 EUR","69.00 EUR","Mitchell &amp; Ness;Black;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"SMJY6519_BCE12KGAKYGN_2XL_CNF","","Nba day jersey celtics 2012 kevin garnett","http://ballzy.eu/et/product/nba-day-jersey-celtics-2012-kevin-garnett-smjy6519-bce12kgakygn-2xl-cnf","https://o.cropink.com/i/p-i/849bc9a4-2891-40ea-b7b6-9639a19754f8","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","124.00 EUR","59.00 EUR","Mitchell &amp; Ness;Green;Basketball;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"DD1391_103_7_CNF","","Nike dunk low retro","http://ballzy.eu/et/product/nike-dunk-low-retro-dd1391-103-7-cnf","https://o.cropink.com/i/p-i/63ede0ae-3996-42d2-88b7-bba6a358b80b","","<html><body><p> true to your crew&hellip; nike dunk low retro, mis on loodud kõvaplatsile, kuid viidud tänavatele, naaseb teravate kattematerjalide ja originaalsete meeskonnavärvidega. see korvpalli ikoon kanaliseerib '80ndate vibratsiooni kõrgekvaliteedilise nahaga pealses, mis näeb hea välja ja murdub veelgi paremini. kaasaegne jalatsitehnoloogia aitab tuua mugavuse 21. sajandisse&hellip; toote omadused: premium nahk pealses on täiusliku läikega ja murdub ilusti sisse&hellip; kaasaegne vahtpol Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","89.00 EUR","Nike;Gray;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"DV0831_103_8.5_CNF","","Nike dunk low retro","http://ballzy.eu/et/product/nike-dunk-low-retro-dv0831-103-8-5-cnf","https://o.cropink.com/i/p-i/3daafd03-3f97-431d-8468-5fdcebd6990d","","<html><body><p> korvpalli ikoon, mis on loodud kõnniteele, kuid viidud tänavale, naaseb klassikaliste detailide ja tagasipööratud korvpallitunnetusega. selle pehmendusega, madala kraega krae võimaldab sul oma mängu viia kõikjale - mugavalt ja mugavalt...; toote omadused: nahk pealses vananeb pehmeks täiuslikkuseks&hellip; vahtpolster pakub kerget, tundlikku pehmendust&hellip; kummist välistald koos klassikalise korvpallide pivot ringiga lisab vastupidavat haarduvust ja pärandit&hellip; madala lõ Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","64.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"DX9656_010_L_CNF","","U j ed cush poly ns 3pr 144","http://ballzy.eu/et/product/u-j-ed-cush-poly-ns-3pr-144-dx9656-010-l-cnf","https://o.cropink.com/i/p-i/c8d8035b-b166-4963-8fd8-e01c8789b5ad","","<html><body><p> lisage oma stiilile mugavust nende mittesoovitavate sokkidega. higi ärajuhtiv jõud ja hingavus aitavad hoida jalad kuivana ja jahedana, et saaksite oma päeva täie jõuga läbi suruda&hellip; toote omadused: dri-fit tehnoloogia aitab teie jalgadel kuivana ja mugavalt püsida&hellip; pehmendus esijalal ja kannal aitab pehmendada treeningu mõju&hellip; kaarepiirkonna ümber olev rihm on mugav ja toetav&hellip; hingav kudumismuster ülaosas lisab ventilatsiooni&hellip; tugevdatud kanna ja Vaata lähemalt ballzy.eu.","Men's Socks","19.00 EUR","10.00 EUR","Jordan;Black;Basketball;in stock;Yes;Jordan;Male|Female","","","","","","","","",""
"FJ7098_002_10_CNF","","Nike air humara qs","http://ballzy.eu/et/product/nike-air-humara-qs-fj7098-002-10-cnf","https://o.cropink.com/i/p-i/38accbe6-ba78-499e-bb2d-0842f9a0ee8f","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Street Shoes","174.00 EUR","79.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Male|Female|Children","","","","","","","","",""
"FJ7098_301_10_CNF","","Nike air humara qs","http://ballzy.eu/et/product/nike-air-humara-qs-fj7098-301-10-cnf","https://o.cropink.com/i/p-i/acb27624-ed47-4e73-a3f8-f39e09c7d44a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Street Shoes","179.00 EUR","79.00 EUR","Nike;Green;Lifestyle;in stock;Yes;Nike;Male|Female|Children","","","","","","","","",""
"FN4672_502_1SIZE_CNF","","U j peak beanie ess","http://ballzy.eu/et/product/u-j-peak-beanie-ess-fn4672-502-1size-cnf","http://backend.ballzy.eu/media/catalog/product/j/o/jordan-u-j-peak-beanie-ess-lilla-ocrn.jpg","","<html><body><p> kellelegi ei meeldi külmad kõrvad. ja kellelegi ei meeldi igav müts. sellel on tikitud jumpmani logo, mis on esiplaanil ja kesksel kohal suurepärastel mansettidel&hellip; toote omadused: kangas on pehme ja soe&hellip; ümberpööratav mansett võimaldab teil oma välimust isikupärastada&hellip; toote omaduste alajaotused: tootedetailid: body : 100% polüester; vooder : 100% polüester. käsipesu. imporditud. </p></body></html> Vaata lähemalt ballzy.eu.","","34.00 EUR","19.00 EUR","Jordan;Purple;in stock;Yes;Jordan;Male|Female","","","","","","","","",""
"39602401_7.5_CNF","","Puma-180 2 beavis  &amp; butthead","http://ballzy.eu/et/product/puma-180-2-beavis-butthead-39602401-7-5-cnf","https://o.cropink.com/i/p-i/5ca3fb8b-8ffd-485f-b7ed-b40d6da3336c","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","69.00 EUR","Puma;Red;Lifestyle;in stock;Yes;Puma;Male","","","","","","","","",""
"60292440_ML_CNF","","Ne cord 9fifty rc","http://ballzy.eu/et/product/ne-cord-9fifty-rc-60292440-ml-cnf","https://o.cropink.com/i/p-i/169f5cba-4a54-46ad-82c4-0ccf235a2d29","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","39.00 EUR","19.00 EUR","New Era;Blue;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"CP046_CNF","","Crep protect laces white round","http://ballzy.eu/et/product/crep-protect-laces-white-round-cp046-cnf","https://o.cropink.com/i/p-i/1d164c07-9d84-4f97-a264-faab78eb21f5","","The ultimate shoe lace. crep protect technology infused within the fibres of the lace to ensure maximum protection! repel liquid and prevent stains and protection will last up to 10 washes Vaata lähemalt ballzy.eu.","Kids' Shoe Care","7.00 EUR","","Crep Protect;Multicolored;Lifestyle;in stock;No;Crep Protect;Male|Female|Children","","","","","","","","",""
"I032860_1YAXX_0_CNF","","Taos beanie","http://ballzy.eu/et/product/taos-beanie-i032860-1yaxx-0-cnf","http://backend.ballzy.eu/media/catalog/product/c/a/carhartt-taos-beanie-pruun-dtkt.jpg","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","","39.00 EUR","19.00 EUR","Carhartt WIP;Pruun;in stock;Yes;Carhartt WIP;Male|Female","","","","","","","","",""
"OJZP5501_CBUYYDRDSCAR_2XL_CNF","","Nba off court ss n &amp;n warm up jacket bulls dennis rodman","http://ballzy.eu/et/product/nba-off-court-ss-n-n-warm-up-jacket-bulls-dennis-rodman-ojzp5501-cbuyydrdscar-2xl-cnf","https://o.cropink.com/i/p-i/52bb2113-8f1f-4388-93bb-3c4712592d37","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","154.00 EUR","79.00 EUR","Mitchell &amp; Ness;Red;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"OJZP5501_TRAYYVCAPURP_2XL_CNF","","Nba off court ss n &amp;n warm up jacket raptors vince carter","http://ballzy.eu/et/product/nba-off-court-ss-n-n-warm-up-jacket-raptors-vince-carter-ojzp5501-trayyvcapurp-2xl-cnf","https://o.cropink.com/i/p-i/c73429be-e850-4318-a3a8-30e50a08df8e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","154.00 EUR","79.00 EUR","Mitchell &amp; Ness;Purple;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"CW2288_001_9.5","","Air force 1 ´07","http://ballzy.eu/et/product/air-force-1-07-cw2288-001-9-5","https://ballzy.eu/pub/static/version1584774316/frontend/Limegrow/Ballzy/et_EE/Limegrow_FacebookMicrodataCategory/media/logo.png","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","119.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"DR0675_106_10_CNF","","Jordan zion 3","http://ballzy.eu/et/product/jordan-zion-3-dr0675-106-10-cnf","https://o.cropink.com/i/p-i/045697de-f171-437d-b81d-bd8b793edb48","","<html><body><p> zioni kolmas allkirja kinga tähistab pühendumust, mida ta oma ainulaadse mängu loomisele pühendab. see on pakitud väljakule sobiva tehnoloogiaga ja mõeldud pallijatele, kes on nii maa kui ka õhu meistrid. jääge madalale ja piiritletud, plahvatage taevasse, pehmendusega tagasi maa peale. zion 3 aitab sind maas hoida - nii et saad lennata omal moel&hellip; tooteomadused: küljelt küljele, vasakult paremale. härmakaarjas haardumine välistallal aitab sul igal sammul väljakul haarduda  Vaata lähemalt ballzy.eu.","Men's Basketball Shoes","164.00 EUR","84.00 EUR","Jordan;White;Basketball;in stock;Yes;Jordan;Male","","","","","","","","",""
"DX4985_600_10_CNF","","Zoom freak 5","http://ballzy.eu/et/product/zoom-freak-5-dx4985-600-10-cnf","https://o.cropink.com/i/p-i/545f4102-b6f2-4b70-9585-1034f9e8e11a","","<html><body><p> giannise sisemine mootor töötab sügavalt sees, mistõttu on vaja kinga, mis suudab kasutada tema supervõimeid. sisesta freak 5. hämmastava kiirusega, mis tagab ülikiired esimesed sammud, täidetuna sellise vedrustatud pehmendusega, mis suudab vastu pidada kogu mängule, laseb tema allkirjastatud kinga sul tunda end nagu kreeka freak. lõhkuge oma vastasest mööda teel ääreni, samal ajal jäädes kinni kiirete pallikaitsjatega, kui kaitsepositsioon otsustab mängu&hellip; toote omadused:  Vaata lähemalt ballzy.eu.","Men's Basketball Shoes","154.00 EUR","79.00 EUR","Nike;Red;Basketball;in stock;Yes;Nike;Male","","","","","","","","",""
"FB6974_010_2XL_CNF","","Lj m nk tf dwnfl jacket","http://ballzy.eu/et/product/lj-m-nk-tf-dwnfl-jacket-fb6974-010-2xl-cnf","https://o.cropink.com/i/p-i/678b6559-abd9-4f68-9523-b4ec92bb4c50","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Jackets","279.00 EUR","139.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"FB6974_030_2XL_CNF","","Lj m nk tf dwnfl jacket","http://ballzy.eu/et/product/lj-m-nk-tf-dwnfl-jacket-fb6974-030-2xl-cnf","https://o.cropink.com/i/p-i/c0b575d5-419a-42c4-bce9-dae5251870ae","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Jackets","279.00 EUR","139.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"DJ9405_102_10.5_CNF","","Air zoom g.t. hustle 2","http://ballzy.eu/et/product/air-zoom-g-t-hustle-2-dj9405-102-10-5-cnf","https://o.cropink.com/i/p-i/dcdc064c-fb30-426e-a572-7f507777c513","","<html><body><p> üks samm võib teha kogu erinevuse, kui tegemist on mängupunktiga. pehmendusega põhjaosas ja vedrustusega esijalas aitab see jalanõu sul edasi liikuda - alates kontrollist kuni ""see on mäng"". sprint, peatumine ja skoorimine lõpust lõpuni, keskendudes domineerimisele, mitte halvenemisele, lõpuni&hellip; tooteomadused: eeljalgade kuhjatud zoom air-üksused annavad sulle põrandal edasiliikumise tunde ja optimaalse energia tagastamise alates 1. sammust kuni viimase&hellip; nike react t Vaata lähemalt ballzy.eu.","Men's Basketball Shoes","229.00 EUR","139.00 EUR","Nike;White;Basketball;in stock;Yes;Nike;Male","","","","","","","","",""
"DM3386_100_1.5Y_CNF","","Force 1 lv8 ps","http://ballzy.eu/et/product/force-1-lv8-ps-dm3386-100-1-5y-cnf","https://o.cropink.com/i/p-i/a145c441-0a80-4028-be72-a853dc9b6cdf","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Street Shoes","84.00 EUR","49.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Children","","","","","","","","",""
"DV3869_106_5.5Y_CNF","","Jordan zion 3 gs","http://ballzy.eu/et/product/jordan-zion-3-gs-dv3869-106-5-5y-cnf","https://o.cropink.com/i/p-i/7c494ce2-c5f7-4462-850c-92aa9864eca8","","<html><body><p> zioni kolmas allkirja kinga tähistab pühendumust, mida ta oma ainulaadse mängu loomisele pühendab. see on pakitud väljakule sobiva tehnoloogiaga ja mõeldud pallijatele, kes on nii maa kui ka õhu meistrid. jääge madalale ja piiritletud, plahvatage taevasse, pehmendusega tagasi maa peale. zion 3 aitab sind maas hoida - nii et saad lennata omal moel&hellip; tooteomadused: küljelt küljele, vasakult paremale. härmakaarjas haardumine välistallal aitab sul igal sammul väljakul haarduda  Vaata lähemalt ballzy.eu.","Kids' Basketball Shoes","119.00 EUR","59.00 EUR","Jordan;White;Basketball;in stock;Yes;Jordan;Female|Children","","","","","","","","",""
"DX8521_507_2XL_CNF","","Uta mnk df swgmn jsy ce 23","http://ballzy.eu/et/product/uta-mnk-df-swgmn-jsy-ce-23-dx8521-507-2xl-cnf","https://o.cropink.com/i/p-i/c09b326c-eaf0-49e3-9c8c-27858888935d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","119.00 EUR","54.00 EUR","Nike;Blue;Basketball;in stock;Yes;Nike;Male","","","","","","","","",""
"DX9656_902_L_CNF","","U j ed cush poly ns 3pr 144","http://ballzy.eu/et/product/u-j-ed-cush-poly-ns-3pr-144-dx9656-902-l-cnf","https://o.cropink.com/i/p-i/35c2a9a4-6fc7-49dc-9fc3-0241a1a1fa1e","","<html><body><p> lisage oma stiilile mugavust nende mittesoovitavate sokkidega. higi ärajuhtiv jõud ja hingavus aitavad hoida jalad kuivana ja jahedana, et saaksite oma päeva täie jõuga läbi suruda&hellip; toote omadused: dri-fit tehnoloogia aitab teie jalgadel kuivana ja mugavalt püsida&hellip; pehmendus esijalal ja kannal aitab pehmendada treeningu mõju&hellip; kaarepiirkonna ümber olev rihm on mugav ja toetav&hellip; hingav kudumismuster ülaosas lisab ventilatsiooni&hellip; tugevdatud kanna ja Vaata lähemalt ballzy.eu.","Men's Socks","23.00 EUR","10.00 EUR","Jordan;Black;Basketball;in stock;Yes;Jordan;Male|Female","","","","","","","","",""
"DZ5578_300_1.5Y_CNF","","Jordan mvp ps","http://ballzy.eu/et/product/jordan-mvp-ps-dz5578-300-1-5y-cnf","https://o.cropink.com/i/p-i/83886ff2-dd91-4e24-8442-40f1534307ed","","<html><body><p> tooge oma lapsele jordani perekonda mj kolme esimest meistritiitlit tähistavad jalatsid. see on aj6, 7 ja 8 detailide põhjal loodud pärand, mis on värske välimusega. tugevad materjalid lisavad tuge ja eriti suur avaus lihtsustab väikeste jalgade peale ja maha võtmist&hellip; tooteomadused: lai sissepääs teeb sisse- ja väljamineku lihtsamaks&hellip; tikitud nike airi kannalogo viitab aj6-le ja vormitud kanna detail pärineb aj8-lt&hellip; välisjalg on aj6-le viitamine&hellip; toote Vaata lähemalt ballzy.eu.","Kids' Street Shoes","89.00 EUR","39.00 EUR","Jordan;Green;Lifestyle;in stock;Yes;Jordan;Children","","","","","","","","",""
"FB1396_070_10.5_CNF","","Jordan stay loyal 3","http://ballzy.eu/et/product/jordan-stay-loyal-3-fb1396-070-10-5-cnf","https://o.cropink.com/i/p-i/b39f9b2f-98a4-4934-9756-62235c418257","","<html><body><p> sa pead teadma, kus sa oled olnud, et teada, kuhu sa lähed. me võtsime seda südamele, kui lõime stay loyal 3, kaasaegse kinga, mis on ehitatud air jordani pärandile. nii seest kui väljast on need tehtud mitmekülgsuse jaoks, minimalistliku välimuse, pilvepehmenduse ja aj4-i meenutavate disainielementidega. teisisõnu, stiil koos tõestatud kestva võimsusega&hellip; toote omadused: aj4 disainielemendid tulevad esile pealses ja kesksoolas&hellip; nahk ja tekstiil pealses annavad sulle Vaata lähemalt ballzy.eu.","Men's Street Shoes","139.00 EUR","69.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FB1396_100_10_CNF","","Jordan stay loyal 3","http://ballzy.eu/et/product/jordan-stay-loyal-3-fb1396-100-10-cnf","https://o.cropink.com/i/p-i/122312bc-dc3b-42cc-84d2-22c521307cfa","","<html><body><p> sa pead teadma, kus sa oled olnud, et teada, kuhu sa lähed. me võtsime seda südamele, kui lõime stay loyal 3, kaasaegse kinga, mis on ehitatud air jordani pärandile. nii seest kui väljast on need tehtud mitmekülgsuse jaoks, minimalistliku välimuse, pilvepehmenduse ja aj4-i meenutavate disainielementidega. teisisõnu, stiil koos tõestatud kestva võimsusega&hellip; toote omadused: aj4 disainielemendid tulevad esile pealses ja kesksoolas&hellip; nahk ja tekstiil pealses annavad sulle Vaata lähemalt ballzy.eu.","Men's Street Shoes","139.00 EUR","69.00 EUR","Jordan;White;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FB6527_343_1SIZE_CNF","","U nk peak beanie sc mtswsh l","http://ballzy.eu/et/product/u-nk-peak-beanie-sc-mtswsh-l-fb6527-343-1size-cnf","http://backend.ballzy.eu/media/catalog/product/n/i/nike-u-nk-peak-beanie-sc-mtswsh-l-roheline-bx5h.jpg","","<html><body><p> meie nike peak müts on valmistatud soojaks, mugavaks ja stiilseks ning sobib igale jaheda ilmaga väljasõidule. tunned end lohakalt? võta see lahti. soovid kalamehe välimust? tõsta mansetid üles ja lase see veidi kõrgemale. metallist swoosh-logo lisab puhta nike´i viimistluse, mida saad kombineerida peaaegu kõigega&hellip; toote omadused: nike peak on keskmise sügavusega klassikaline müts, mis on mitmekülgne igapäevaseks kasutamiseks&hellip; pehme kootud lõngad tunduvad peas sooja Vaata lähemalt ballzy.eu.","","29.00 EUR","15.00 EUR","Nike;Green;in stock;Yes;Nike;Male|Female","","","","","","","","",""
"FD1643_300_6.5_CNF","","Wmns air jordan 6 retro gtx","http://ballzy.eu/et/product/wmns-air-jordan-6-retro-gtx-fd1643-300-6-5-cnf","https://o.cropink.com/i/p-i/ad94a24e-73e2-4de6-8648-7c4f7869ad35","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Street Shoes","249.00 EUR","109.00 EUR","Jordan;Pruun;Lifestyle;in stock;Yes;Jordan;Female","","","","","","","","",""
"LAS33763_WT_L_CNF","","Nb patch logo crew 3 pairs","http://ballzy.eu/et/product/nb-patch-logo-crew-3-pairs-las33763-wt-l-cnf","https://o.cropink.com/i/p-i/8dc5f178-ef85-4809-95c6-436286a4fd7e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Socks","19.00 EUR","","New Balance;White;Lifestyle;in stock;No;New Balance;Male|Female","","","","","","","","",""
"PC9060GY_10.5_CNF","","New balance u9060 kids","http://ballzy.eu/et/product/new-balance-u9060-kids-pc9060gy-10-5-cnf","https://o.cropink.com/i/p-i/d009ce00-3607-40ab-a039-99030056ab83","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Street Shoes","114.00 EUR","59.00 EUR","New Balance;Gray;Lifestyle;in stock;Yes;New Balance;Children","","","","","","","","",""
"U9060NRJ_4.5_CNF","","New balance u9060","http://ballzy.eu/et/product/new-balance-u9060-u9060nrj-4-5-cnf","https://o.cropink.com/i/p-i/b2550966-38d3-4ca2-a1ac-f8693b0c7ae4","","<html><body><p>uus 9060 tõlgendab klassikalistest 99x-seeria mudelitest pärit tuttavaid elemente ümber väänatud tundlikkusega, mis on inspireeritud y2k-ajastu uhkelt futuristlikust, nähtavast tehnoloogilisest esteetikast. sway baarid, mis on võetud mudelilt 990, on laiendatud ja kasutatud kogu pealsel, et tekitada nähtava liikumise tunnet, samas kui lainelised jooned ja skulptuuritud pod-välipõhjal olevad suuremad proportsioonid rõhutavad liialdatult abzorb ja sbs tuttavaid pehmendusplatvorme.</ Vaata lähemalt ballzy.eu.","Women's Street Shoes","189.00 EUR","","New Balance;White;Lifestyle;in stock;No;New Balance;Male|Female","","","","","","","","",""
"U9060EEB_4.5_CNF","","New balance 9060","http://ballzy.eu/et/product/new-balance-9060-u9060eeb-4-5-cnf","https://o.cropink.com/i/p-i/28f2a760-a76b-4ecd-91a4-251b1c025dcd","","<html><body><p>uus 9060 tõlgendab klassikalistest 99x-seeria mudelitest pärit tuttavaid elemente ümber väänatud tundlikkusega, mis on inspireeritud y2k-ajastu uhkelt futuristlikust, nähtavast tehnoloogilisest esteetikast. sway baarid, mis on võetud mudelilt 990, on laiendatud ja kasutatud kogu pealsel, et tekitada nähtava liikumise tunnet, samas kui lainelised jooned ja skulptuuritud pod-välipõhjal olevad suuremad proportsioonid rõhutavad liialdatult abzorb ja sbs tuttavaid pehmendusplatvorme.</ Vaata lähemalt ballzy.eu.","Women's Street Shoes","189.00 EUR","","New Balance;Gray;Lifestyle;in stock;No;New Balance;Male|Female","","","","","","","","",""
"322992_009_10_CNF","","Jordan 6 rings","http://ballzy.eu/et/product/jordan-6-rings-322992-009-10-cnf","https://o.cropink.com/i/p-i/f7191d32-61c3-4e64-b1a3-d4294d836bdd","","<html><body><p> kerge muster. heavyweight legacy&hellip; tähistage ""his airness"" legendaarset karjääri koos jordan 6 rings. see sisaldab iga meistrivõistluste sarja ajal kantud kinga põhijooned, millel on esmaklassilised detailid ja kerge, madala profiiliga zoom air-padjandus, mis tagab tundliku tunde jala all&hellip; tooteomadused: zoom air üksused kannas ja esijalas tagavad kerge ja tundliku pehmenduse&hellip; nahk, kunstnahk ja/või tekstiilmaterjalid pealses tagavad mugavuse ja vastupidavuse& Vaata lähemalt ballzy.eu.","Men's Street Shoes","184.00 EUR","99.00 EUR","Jordan;Gray;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"DX9656_911_L_CNF","","U j ed cush poly ns 3pr 144","http://ballzy.eu/et/product/u-j-ed-cush-poly-ns-3pr-144-dx9656-911-l-cnf","https://o.cropink.com/i/p-i/fd3c31ea-249f-41a8-8a04-4ee1d41aa7a2","","<html><body><p> lisage oma stiilile mugavust nende mittesoovitavate sokkidega. higi ärajuhtiv jõud ja hingavus aitavad hoida jalad kuivana ja jahedana, et saaksite oma päeva täie jõuga läbi suruda&hellip; toote omadused: dri-fit tehnoloogia aitab teie jalgadel kuivana ja mugavalt püsida&hellip; pehmendus esijalal ja kannal aitab pehmendada treeningu mõju&hellip; kaarepiirkonna ümber olev rihm on mugav ja toetav&hellip; hingav kudumismuster ülaosas lisab ventilatsiooni&hellip; tugevdatud kanna ja Vaata lähemalt ballzy.eu.","Men's Socks","23.00 EUR","10.00 EUR","Jordan;Multicolored;Basketball;in stock;Yes;Jordan;Male|Female","","","","","","","","",""
"FB9933_100_10_CNF","","Air jordan 1 low 85","http://ballzy.eu/et/product/air-jordan-1-low-85-fb9933-100-10-cnf","https://o.cropink.com/i/p-i/22bc9678-2df6-4199-a499-ba3f463a70ba","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Street Shoes","184.00 EUR","99.00 EUR","Jordan;White;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FV5948_101_4.5Y_CNF","","Air force 1 gs","http://ballzy.eu/et/product/air-force-1-gs-fv5948-101-4-5y-cnf","https://o.cropink.com/i/p-i/bd857ac0-01fb-452a-b4bf-dbecb8364853","","<html><body><p> af1-s on palju, mida armastada: selle vastupidav õmblus ja hea haarduvus aitavad lastel leida jalga nii esimestel kui ka vihmastel päevadel. see on kinga, mis oli 20 aastat tagasi sama lahe kui täna ja on seda ka siis, kui see on kaetud plekkide, kriimustuste ja kriimustustega. tegelikult võib see olla isegi parem&hellip; toote omadused: ehtne ja sünteetiline nahk muudab need jalatsid vastupidavaks - täpselt nagu vanakooli air force 1, mis esmakordselt ilmus aastal '82&hellip; va Vaata lähemalt ballzy.eu.","Kids' Street Shoes","114.00 EUR","79.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Female|Children","","","","","","","","",""
