sku_id,title,description,availability,condition,price,link,image_link,brand,video_link,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,gtin,mpn,size,tax,ios_url,ios_app_store_id,ios_app_name,iPhone_url,iPhone_app_store_id,iPhone_app_name,iPad_url,iPad_app_store_id,iPad_app_name,android_url,android_package,android_app_name,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
S11577_WW006_6.5_CNF,Low cut shoe z80 desert ash low,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,94.00 EUR,https://ballzy.eu/et/product/low-cut-shoe-z80-desert-ash-low-s11577-ww006-6-5-cnf,https://o.cropink.com/i/p-i/ee4d3dda-ab80-4abf-9c34-291504939c18?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Champion,,,adult,Pink,female,,Women's Street Shoes,,,Women's Street Shoes,24.00 EUR,,,,8058132113046,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Champion,Female
I032860_1Y1XX_0_CNF,Taos beanie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,39.00 EUR,https://ballzy.eu/et/product/taos-beanie-i032860-1y1xx-0-cnf,http://backend.ballzy.eu/media/catalog/product/c/a/carhartt-taos-beanie-sinine-ts3c.jpg?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Blue,male,,,,,,19.00 EUR,,,,4064958726357,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,,in stock,Yes,Carhartt WIP,Male|Female
37907903_7.5_CNF,All-pro nitro bold,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,149.00 EUR,https://ballzy.eu/et/product/all-pro-nitro-bold-37907903-7-5-cnf,https://o.cropink.com/i/p-i/f5f35f94-963f-4b20-9480-761811f82ddf?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Puma,,,adult,Blue,male,,Men's Basketball Shoes,,,Men's Basketball Shoes,59.00 EUR,,,,4099683005675,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Puma,Male
HQ8707_4.5_CNF,Campus 00s,"<html><body><p> kuigi adidas campus´i kingad debüteerisid kõvaplatsil, võeti need kiiresti kasutusele ka mujal. selle paari puhul liigutame ikoonilist siluetti teises suunas ning lisame sellele kaasaegseid materjale, värve ja proportsioone. need on tehtud esmaklassilise nahast pealsega, mis on vooderdatud pehme froteekangaga, kusjuures kõik see on paigutatud naturaalvalge vahepealse peale - selge ühendus campus´i pärandiga. </p></body></html> Vaata lähemalt ballzy.eu.",in stock,new,119.00 EUR,https://ballzy.eu/et/product/campus-00s-hq8707-4-5-cnf,https://o.cropink.com/i/p-i/6084f6cd-96c0-45e8-a85f-5d0fca2bc0ca?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,adidas Originals,,,adult,Gray,male,,Women's Street Shoes,,,Women's Street Shoes,74.00 EUR,,,,4066748532032,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,adidas Originals,Male|Female
I033096_25UXX_0_CNF,Canvas graphic zip wallet,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,29.00 EUR,https://ballzy.eu/et/product/canvas-graphic-zip-wallet-i033096-25uxx-0-cnf,https://o.cropink.com/i/p-i/f91776ee-3d1b-4c4d-b2e7-9264e2b1e0dd?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Pruun,male,,Men's Accessories,,,Men's Accessories,15.00 EUR,,,,4064958856122,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Carhartt WIP,Male|Female
I033096_25VXX_0_CNF,Canvas graphic zip wallet,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,29.00 EUR,https://ballzy.eu/et/product/canvas-graphic-zip-wallet-i033096-25vxx-0-cnf,https://o.cropink.com/i/p-i/a58bdf7e-2d02-4994-b7b7-d7b228d8d1e3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Black,male,,Men's Accessories,,,Men's Accessories,15.00 EUR,,,,4064958856139,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Carhartt WIP,Male|Female
I033661_00FXX_S_CNF,Hooded chase sweat,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,84.00 EUR,https://ballzy.eu/et/product/hooded-chase-sweat-i033661-00fxx-s-cnf,https://o.cropink.com/i/p-i/dbb247f1-6fdc-470c-8a09-e6f4e0346683?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Black,male,,Men's Hoodies,,,Men's Hoodies,63.00 EUR,,,,4064958858843,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Carhartt WIP,Male
39640302_4_CNF,Creeper phatty puma,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,139.00 EUR,https://ballzy.eu/et/product/creeper-phatty-puma-39640302-4-cnf,https://o.cropink.com/i/p-i/55b4d0d5-03c9-4a52-81d7-3d93a98dd288?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Puma,,,adult,Blue,female,,Women's Street Shoes,,,Women's Street Shoes,49.00 EUR,,,,4067978319240,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Puma,Female
SX7557_100_M_CNF,Nike multiplier crew socks,"Jookse sirge seljaga nike multiplieri kõrgetes sokkides (2 paari). higiimav kangas aitab sul püsida kuiva ja jahutatuna, samal ajal kui võrkkangas jala keskosas võimaldab jalal hingata. sirgjooneline „nike‘i“ logo paistab joostes silma. Vaata lähemalt ballzy.eu.",in stock,new,19.00 EUR,https://ballzy.eu/et/product/nike-multiplier-crew-socks-sx7557-100-m-cnf,https://o.cropink.com/i/p-i/4ec524ae-8bb7-4613-b45c-092a6b01ab60?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,White,male,,Women's Socks,,,Women's Socks,14.25 EUR,,,,194275663142,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Nike,Male|Female
I032966_4702_27_CNF,W´ pierce pant straight,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,109.00 EUR,https://ballzy.eu/et/product/w-pierce-pant-straight-i032966-4702-27-cnf,https://o.cropink.com/i/p-i/765e3f85-5067-4c18-ae20-1acce47a8626?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Pruun,female,,Women's Pants,,,Women's Pants,29.00 EUR,,,,4064958788300,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Carhartt WIP,Female
OJBF5516_PSUYYPPPPURP_2XL_CNF,Nba heavyweight satin jacket suns,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,149.00 EUR,https://ballzy.eu/et/product/nba-heavyweight-satin-jacket-suns-ojbf5516-psuyyppppurp-2xl-cnf,https://o.cropink.com/i/p-i/63c67b6e-1f55-4f98-bc2f-38a206ffcf19?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Purple,male,,Men's Bomber Jackets,,,Men's Bomber Jackets,39.00 EUR,,,,196945194444,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Mitchell and Ness,Male
OJBF6043_MNNYYPPPCREA_2XL_CNF,Branded m &amp;n gt coaches jacket,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,134.00 EUR,https://ballzy.eu/et/product/branded-m-n-gt-coaches-jacket-ojbf6043-mnnyypppcrea-2xl-cnf,https://o.cropink.com/i/p-i/af7a18ff-5e6d-4af6-99da-d8685a779e6c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Beež,male,,Men's Bomber Jackets,,,Men's Bomber Jackets,39.00 EUR,,,,196945517823,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Mitchell and Ness,Male
SMJY6519_BCE12KGAKYGN_2XL_CNF,Nba day jersey celtics 2012 kevin garnett,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,124.00 EUR,https://ballzy.eu/et/product/nba-day-jersey-celtics-2012-kevin-garnett-smjy6519-bce12kgakygn-2xl-cnf,https://o.cropink.com/i/p-i/c7ff44f3-5dbb-418d-b480-9f047b819d2c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Green,male,,Men's Tees,,,Men's Tees,49.00 EUR,,,,196945799687,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Mitchell and Ness,Male
DX9656_010_L_CNF,U j ed cush poly ns 3pr 144,"<html><body><p> lisage oma stiilile mugavust nende mittesoovitavate sokkidega. higi ärajuhtiv jõud ja hingavus aitavad hoida jalad kuivana ja jahedana, et saaksite oma päeva täie jõuga läbi suruda&hellip; toote omadused: dri-fit tehnoloogia aitab teie jalgadel kuivana ja mugavalt püsida&hellip; pehmendus esijalal ja kannal aitab pehmendada treeningu mõju&hellip; kaarepiirkonna ümber olev rihm on mugav ja toetav&hellip; hingav kudumismuster ülaosas lisab ventilatsiooni&hellip; tugevdatud kanna ja Vaata lähemalt ballzy.eu.",in stock,new,19.00 EUR,https://ballzy.eu/et/product/u-j-ed-cush-poly-ns-3pr-144-dx9656-010-l-cnf,https://o.cropink.com/i/p-i/3c7b725a-1f39-4f8c-9e7c-76dc42ae220b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Men's Socks,,,Men's Socks,10.00 EUR,,,,196152694249,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Jordan,Male|Female
I032860_1YAXX_0_CNF,Taos beanie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,39.00 EUR,https://ballzy.eu/et/product/taos-beanie-i032860-1yaxx-0-cnf,http://backend.ballzy.eu/media/catalog/product/c/a/carhartt-taos-beanie-pruun-dtkt.jpg?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Carhartt WIP,,,adult,Pruun,male,,,,,,19.00 EUR,,,,4064958776529,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,,in stock,Yes,Carhartt WIP,Male|Female
DX9656_902_L_CNF,U j ed cush poly ns 3pr 144,"<html><body><p> lisage oma stiilile mugavust nende mittesoovitavate sokkidega. higi ärajuhtiv jõud ja hingavus aitavad hoida jalad kuivana ja jahedana, et saaksite oma päeva täie jõuga läbi suruda&hellip; toote omadused: dri-fit tehnoloogia aitab teie jalgadel kuivana ja mugavalt püsida&hellip; pehmendus esijalal ja kannal aitab pehmendada treeningu mõju&hellip; kaarepiirkonna ümber olev rihm on mugav ja toetav&hellip; hingav kudumismuster ülaosas lisab ventilatsiooni&hellip; tugevdatud kanna ja Vaata lähemalt ballzy.eu.",in stock,new,23.00 EUR,https://ballzy.eu/et/product/u-j-ed-cush-poly-ns-3pr-144-dx9656-902-l-cnf,https://o.cropink.com/i/p-i/3d3cc701-b5af-4b24-bd46-84dc5ae016e9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Men's Socks,,,Men's Socks,12.00 EUR,,,,196152694324,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Jordan,Male|Female
LAS33763_WT_L_CNF,Nb patch logo crew 3 pairs,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/nb-patch-logo-crew-3-pairs-las33763-wt-l-cnf,https://o.cropink.com/i/p-i/e5e398b4-2d45-4c9c-b7e2-2877ffa58990?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,White,male,,Women's Socks,,,Women's Socks,14.25 EUR,,,,196941647005,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,New Balance,Male|Female
U9060NRJ_4.5_CNF,New balance u9060,"<html><body><p>uus 9060 tõlgendab klassikalistest 99x-seeria mudelitest pärit tuttavaid elemente ümber väänatud tundlikkusega, mis on inspireeritud y2k-ajastu uhkelt futuristlikust, nähtavast tehnoloogilisest esteetikast. sway baarid, mis on võetud mudelilt 990, on laiendatud ja kasutatud kogu pealsel, et tekitada nähtava liikumise tunnet, samas kui lainelised jooned ja skulptuuritud pod-välipõhjal olevad suuremad proportsioonid rõhutavad liialdatult abzorb ja sbs tuttavaid pehmendusplatvorme.</ Vaata lähemalt ballzy.eu.",in stock,new,199.00 EUR,https://ballzy.eu/et/product/new-balance-u9060-u9060nrj-4-5-cnf,https://o.cropink.com/i/p-i/c01aebc3-d5a6-4c9e-a9f1-9b599be72e84?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,White,male,,Women's Street Shoes,,,Women's Street Shoes,149.25 EUR,,,,197375727172,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,New Balance,Male|Female
FD5185_010_L_XL_CNF,J club cap us cb jumpman,"<html><body><p> sinu uus igapäevane isamüts on maandunud. sellel kuuepaneelilisel disainil on struktureerimata, madala profiiliga kroon, kumer äär ja reguleeritav sulgur. see kõik on ühendatud tagasihoidliku jumpmani graafikaga ees&hellip; tooteomadused: tikitud graafika lisab teie välimusele tekstuuri&hellip; higistuspael tagab jaheda, mugava tunde&hellip; reguleeritav snapbacki sulgemine tagab isikliku sobivuse&hellip; tooteomadused alapealkirjad: tikitud graafika lisab teie välimusele tekstuu Vaata lähemalt ballzy.eu.",in stock,new,29.00 EUR,https://ballzy.eu/et/product/j-club-cap-us-cb-jumpman-fd5185-010-l-xl-cnf,https://o.cropink.com/i/p-i/56eeec1f-0e13-48f6-870f-6faf83d1be2c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Women's Hats,,,Women's Hats,21.75 EUR,,,,196608010708,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Jordan,Male|Female
IR5733_S_CNF,Silv crew 2pp,"<html><body><p> tõsta originaalidest inspireeritud stiili nende adidas´i meeskonnasokkidega. need on pehmendusega, mis toetavad teie jalgu terve päeva. kombineeri ja sobita paari või kanna neid kooskõlastatult, et saavutada ühtne stiil. valides taaskasutatavad, saame taaskasutada juba loodud materjale, mis aitab vähendada jäätmeid. taastuvate materjalide valik aitab meil kaotada sõltuvust piiratud ressurssidest. meie tooted, mis on valmistatud ringlussevõetud ja taastuvate materjalide segust, Vaata lähemalt ballzy.eu.",in stock,new,23.00 EUR,https://ballzy.eu/et/product/silv-crew-2pp-ir5733-s-cnf,https://o.cropink.com/i/p-i/66d02794-c49b-4f50-8b4f-4892c018eea4?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,adidas Originals,,,adult,Black,male,,Kids' Socks,,,Kids' Socks,12.00 EUR,,,,4066757425738,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,adidas Originals,Male|Female|Children
39646401_4_CNF,Palermo lth puma,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,94.00 EUR,https://ballzy.eu/et/product/palermo-lth-puma-39646401-4-cnf,https://o.cropink.com/i/p-i/52d577e6-7cb9-45a9-bedb-94ebf607949f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Puma,,,adult,White,male,,Men's Street Shoes,,,Men's Street Shoes,39.00 EUR,,,,4099685703197,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Puma,Male|Female
LAS33863_WT_L_CNF,Nb everyday crew 3 pairs,"<html><body><p>new balance nb everyday crew 3 paari sokke on oluline täiendus igale garderoobile. need meeskonnasokid on valmistatud kergest, pehmest puuvillast, mis muudab need mugavaks ja kergesti puhastatavaks. klassikaline nb logo on elegantse, tagasihoidliku stiiliga, mis sobib ideaalselt igaks vabaajaürituseks. igas pakendis on kolm paari meeskonnasokke.</p></body></html> Vaata lähemalt ballzy.eu.",in stock,new,16.00 EUR,https://ballzy.eu/et/product/nb-everyday-crew-3-pairs-las33863-wt-l-cnf,https://o.cropink.com/i/p-i/74e5ed79-ef9f-44d8-9757-b8cfd0598a77?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,White,male,,Men's Socks,,,Men's Socks,12.00 EUR,,,,196941647128,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,New Balance,Male|Female
LAS33933_WT_L_CNF,Nb everyday ankle 3 pack,"<html><body><p>new balance nb everyday ankle 3 paari sokke on oluline täiendus igale garderoobile. need pahkluu sokid on valmistatud kergest, pehmendavast puuvillast, mis muudab need mugavaks ja kergesti puhastatavaks. klassikaline nb logo on elegantse, tagasihoidliku stiiliga, mis sobib ideaalselt igaks juhuslikuks sündmuseks. igas pakendis on kolm paari pahkluude sokke.</p></body></html> Vaata lähemalt ballzy.eu.",in stock,new,19.00 EUR,https://ballzy.eu/et/product/nb-everyday-ankle-3-pack-las33933-wt-l-cnf,https://o.cropink.com/i/p-i/5c5ece1f-5f31-4195-af59-dbef6b0bb5dd?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,White,male,,Men's Socks,,,Men's Socks,14.25 EUR,,,,196941647241,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,New Balance,Male|Female
LAS42132_AS3_L_CNF,Waffle knit ankle socks 2 pack,<html><body><p>need pehmed ja toetavad vahvlikootud sokid on loodud igapäevaseks kandmiseks </p>.</body></html> Vaata lähemalt ballzy.eu.,in stock,new,18.00 EUR,https://ballzy.eu/et/product/waffle-knit-ankle-socks-2-pack-las42132-as3-l-cnf,https://o.cropink.com/i/p-i/75df6011-054b-4381-93f5-0260fa9bd0d2?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,Multicolored,male,,Men's Socks,,,Men's Socks,9.00 EUR,,,,197376119211,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,New Balance,Male|Female
MT41534_BK_2XL_CNF,Nb athletics french terry hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,94.00 EUR,https://ballzy.eu/et/product/nb-athletics-french-terry-hoodie-mt41534-bk-2xl-cnf,https://o.cropink.com/i/p-i/f7c13cc4-06e2-4d17-ae1f-38de72019db3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Balance,,,adult,Black,male,,Men's Hoodies,,,Men's Hoodies,44.00 EUR,,,,197375338378,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,New Balance,Male
DA5718_911_L_CNF,U j essential crew 3pr 144,"<html><body><p> igapäevane tossukompanii&hellip; jordan essentials crew sokid on pehmed ja venivad, toetava istuvusega ja jalalaba all kudumispehmendusega. 3 paari varustab teid peaaegu pooleks nädalaks&hellip; toote omadused: higi eemaldav tehnoloogia aitab sul kuivana ja mugavalt püsida&hellip; kootud pehmendus lisab pehmust jala alla&hellip; kaarepael pakub mugavat ja kindlat istuvust&hellip; toote omaduste alapealkirjad: tootedetailid: ribitud säärestruktuur. kootud graafika. 65% puuvill/31% Vaata lähemalt ballzy.eu.",in stock,new,24.00 EUR,https://ballzy.eu/et/product/u-j-essential-crew-3pr-144-da5718-911-l-cnf,https://o.cropink.com/i/p-i/7f6a66a9-3c50-4fa5-a3cb-348be850800d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Multicolored,male,,Men's Socks,,,Men's Socks,15.00 EUR,,,,196969412814,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Jordan,Male|Female
FD5185_011_L_XL_CNF,J club cap us cb jumpman,"<html><body><p> sinu uus igapäevane isamüts on maandunud. sellel kuuepaneelilisel disainil on struktureerimata, madala profiiliga kroon, kumer äär ja reguleeritav sulgur. see kõik on ühendatud tagasihoidliku jumpmani graafikaga ees&hellip; tooteomadused: tikitud graafika lisab teie välimusele tekstuuri&hellip; higistuspael tagab jaheda, mugava tunde&hellip; reguleeritav snapbacki sulgemine tagab isikliku sobivuse&hellip; tooteomadused alapealkirjad: tikitud graafika lisab teie välimusele tekstuu Vaata lähemalt ballzy.eu.",in stock,new,29.00 EUR,https://ballzy.eu/et/product/j-club-cap-us-cb-jumpman-fd5185-011-l-xl-cnf,https://o.cropink.com/i/p-i/cc9c3444-17a3-4cce-b557-63a2935daeff?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Women's Hats,,,Women's Hats,21.75 EUR,,,,196608010739,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Jordan,Male|Female
FN3122_437_L_CNF,M nl striped hvywt rugby ft,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,134.00 EUR,https://ballzy.eu/et/product/m-nl-striped-hvywt-rugby-ft-fn3122-437-l-cnf,https://o.cropink.com/i/p-i/a73ebd98-3465-4982-9e6b-4f2d491be2f4?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,Blue,male,,Men's Long Sleeves,,,Men's Long Sleeves,59.00 EUR,,,,196976181215,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male
IR5731_S_CNF,Prem crew 2pp,"<html><body><p> astu julgelt igal sammul nende adidas´i meeskonnasokkidega. esmaklassiline konstruktsioon ja sportlik disain ühendavad endas mitmekülgse stiili, mis on ühtviisi valmis nii kogu päeva seiklusteks kui ka lõõgastumiseks kodus. siledad ja vastupidavad, need on valmistatud koos tugivõlviga, et hoida jalad hommikust õhtuni ergonoomilised. topeltbränding ees- ja tagaküljel ühendab iga sammu adidas originals´i mittekonformistliku loovuse pärandiga. valides taaskasutatavad materjalid, s Vaata lähemalt ballzy.eu.",in stock,new,24.00 EUR,https://ballzy.eu/et/product/prem-crew-2pp-ir5731-s-cnf,https://o.cropink.com/i/p-i/505be118-2d5b-4634-b8bf-33c06795d4b9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,adidas Originals,,,adult,White,male,,Men's Socks,,,Men's Socks,10.00 EUR,,,,4066757429682,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,adidas Originals,Male|Female
HLSX5160_MNNYYPPPBLCK_OS_CNF,Branded branded essential strapback branded,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,24.00 EUR,https://ballzy.eu/et/product/branded-branded-essential-strapback-branded-hlsx5160-mnnyypppblck-os-cnf,https://o.cropink.com/i/p-i/5ed28532-a066-4626-a85f-20f66a77844b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Black,male,,Men's Hats,,,Men's Hats,10.00 EUR,,,,197507993963,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Mitchell and Ness,Male
SJKT6599_CBUYYPPPSCAR_L_CNF,Nba lightweight satin bomber vintage logo bulls,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,179.00 EUR,https://ballzy.eu/et/product/nba-lightweight-satin-bomber-vintage-logo-bulls-sjkt6599-cbuyypppscar-l-cnf,https://o.cropink.com/i/p-i/52717399-1dd1-42ef-ab75-8a99eb8e6712?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Red,male,,Men's Bomber Jackets,,,Men's Bomber Jackets,69.00 EUR,,,,197507076796,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Mitchell and Ness,Male
SJKT6599_NYKYYPPPROYA_L_CNF,Nba lightweight satin bomber vintage logo knicks,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,179.00 EUR,https://ballzy.eu/et/product/nba-lightweight-satin-bomber-vintage-logo-knicks-sjkt6599-nykyyppproya-l-cnf,https://o.cropink.com/i/p-i/738959ca-234e-402f-9efe-c7c34ed19513?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Mitchell &amp; Ness,,,adult,Blue,male,,Men's Bomber Jackets,,,Men's Bomber Jackets,69.00 EUR,,,,197507077946,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Mitchell and Ness,Male
VN0009PVB9M1_055_CNF,Authentic,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,74.00 EUR,https://ballzy.eu/et/product/authentic-vn0009pvb9m1-055-cnf,https://o.cropink.com/i/p-i/c3a4f5d0-cd6c-4a7f-a7d7-c51ccf4f6d9a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Vans,,,adult,Black,female,,Women's Street Shoes,,,Women's Street Shoes,29.00 EUR,,,,197063743736,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Vans,Female
VN0009QCNWD1_050_CNF,Knu skool,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,99.00 EUR,https://ballzy.eu/et/product/knu-skool-vn0009qcnwd1-050-cnf,https://o.cropink.com/i/p-i/ce56f0ba-151e-4e4f-ba35-fa84ef02c8c4?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Vans,,,adult,Blue,male,,Women's Street Shoes,,,Women's Street Shoes,49.00 EUR,,,,196573344822,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Vans,Male|Female
397000580_0494_S_CNF,Community garden hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,129.00 EUR,https://ballzy.eu/et/product/community-garden-hoodie-397000580-0494-s-cnf,https://o.cropink.com/i/p-i/a0604b38-941c-42c6-8f18-172e6f36fe8a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Market,,,adult,Green,male,,Men's Hoodies,,,Men's Hoodies,39.00 EUR,,,,840339654938,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Market,Male
397000588_1232_S_CNF,Fragile hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,129.00 EUR,https://ballzy.eu/et/product/fragile-hoodie-397000588-1232-s-cnf,https://o.cropink.com/i/p-i/4879bcf9-874d-42e2-b0a2-35441cef914f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Market,,,adult,Pink,male,,Men's Hoodies,,,Men's Hoodies,39.00 EUR,,,,840339660304,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Market,Male
