"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL","Android app link","iOS app link","iOS app store ID","Formatted price","Formatted sale price"
"60434977_OSFM_CNF","","Wmns bubble stitch 9forty yankees","http://ballzy.eu/et/product/wmns-bubble-stitch-9forty-yankees-60434977-osfm-cnf","https://o.cropink.com/i/p-i/7db05c93-a3ac-42ce-9c60-13218921e91e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Beež;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60434989_OSFM_CNF","","Wmns satin 9forty yankees","http://ballzy.eu/et/product/wmns-satin-9forty-yankees-60434989-osfm-cnf","https://o.cropink.com/i/p-i/b9c11a1d-1b9e-4ce2-aac2-f75862eb4111","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60434996_OSFM_CNF","","Wmns bubble stitch 9forty dodgers","http://ballzy.eu/et/product/wmns-bubble-stitch-9forty-dodgers-60434996-osfm-cnf","https://o.cropink.com/i/p-i/fd75f804-416f-4324-a6bd-e9067d5aaa5d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Purple;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60434997_OSFM_CNF","","Wmns summer cord 9forty yankees","http://ballzy.eu/et/product/wmns-summer-cord-9forty-yankees-60434997-osfm-cnf","https://o.cropink.com/i/p-i/b3064a95-0a56-46f2-9afa-ecaec6d4af4b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Yellow;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60435006_OSFM_CNF","","Wmns velour trucker dodgers","http://ballzy.eu/et/product/wmns-velour-trucker-dodgers-60435006-osfm-cnf","https://o.cropink.com/i/p-i/8fadaa51-7591-4297-a88b-ac3719df22ed","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","39.00 EUR","17.00 EUR","New Era;Blue;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60435053_SM_CNF","","Cord golfer","http://ballzy.eu/et/product/cord-golfer-60435053-sm-cnf","https://o.cropink.com/i/p-i/bed5f4b6-2599-433e-a0f3-6fe3315a6f1a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","44.00 EUR","19.00 EUR","New Era;Pruun;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435066_ML_CNF","","New world 9fifty","http://ballzy.eu/et/product/new-world-9fifty-60435066-ml-cnf","https://o.cropink.com/i/p-i/bb8894be-4151-46b6-8521-ffd263e03742","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hats","39.00 EUR","15.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435072_ML_CNF","","New world golfer","http://ballzy.eu/et/product/new-world-golfer-60435072-ml-cnf","https://o.cropink.com/i/p-i/cf5dff55-f5b5-4d50-9ff0-00c52954c85a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hats","44.00 EUR","17.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435074_ML_CNF","","New world golfer","http://ballzy.eu/et/product/new-world-golfer-60435074-ml-cnf","https://o.cropink.com/i/p-i/9e4b5946-259e-41d2-a616-89d505116c94","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hats","44.00 EUR","17.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435075_ML_CNF","","New world 9fifty","http://ballzy.eu/et/product/new-world-9fifty-60435075-ml-cnf","https://o.cropink.com/i/p-i/79e2edf1-3505-479b-bd4e-eaf70cbe1a18","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hats","39.00 EUR","15.00 EUR","New Era;Beež;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435080_OSFM_CNF","","Boucle 9twenty dodgers","http://ballzy.eu/et/product/boucle-9twenty-dodgers-60435080-osfm-cnf","https://o.cropink.com/i/p-i/fe57eb3a-e5ed-497f-9b3f-671bd0cb0d2a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Beež;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435081_OSFM_CNF","","Minor league 9forty","http://ballzy.eu/et/product/minor-league-9forty-60435081-osfm-cnf","https://o.cropink.com/i/p-i/8d1e8a51-b7f6-4e7d-a4bf-cfe78200b607","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435082_OSFM_CNF","","Minor league 9forty","http://ballzy.eu/et/product/minor-league-9forty-60435082-osfm-cnf","https://o.cropink.com/i/p-i/722ea624-acda-4e69-8670-d9cc290c29b4","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Red;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435129_OSFM_CNF","","Side patch 9forty dodgers","http://ballzy.eu/et/product/side-patch-9forty-dodgers-60435129-osfm-cnf","https://o.cropink.com/i/p-i/1955e3f6-2db2-4fa5-94ea-94e78da3384f","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","39.00 EUR","14.00 EUR","New Era;Beež;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435130_OSFM_CNF","","Side patch 9forty raiders","http://ballzy.eu/et/product/side-patch-9forty-raiders-60435130-osfm-cnf","https://o.cropink.com/i/p-i/53e166cf-91bc-41ea-b705-27ba8bcc6827","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","39.00 EUR","17.00 EUR","New Era;Gray;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435147_OSFM_CNF","","Metallic outline 9forty dodgers","http://ballzy.eu/et/product/metallic-outline-9forty-dodgers-60435147-osfm-cnf","https://o.cropink.com/i/p-i/41dccd61-5b2c-4df8-a7a9-665924003d75","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435152_OSFM_CNF","","Seasonal eframe dodgers","http://ballzy.eu/et/product/seasonal-eframe-dodgers-60435152-osfm-cnf","https://o.cropink.com/i/p-i/23b6fd8f-7520-4f81-8581-98f1ba665ccd","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;Blue;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60435212_OSFM_CNF","","Wmns league ess 9forty dodgers","http://ballzy.eu/et/product/wmns-league-ess-9forty-dodgers-60435212-osfm-cnf","https://o.cropink.com/i/p-i/7bde7a9d-7780-499b-9029-1e53942fd5fc","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","12.00 EUR","New Era;Green;Lifestyle;in stock;Yes;New Era;Female","","","","","","","","",""
"60435267_OSFM_CNF","","Home field 9forty trucker dodgers","http://ballzy.eu/et/product/home-field-9forty-trucker-dodgers-60435267-osfm-cnf","https://o.cropink.com/i/p-i/cdbaf013-9eda-4d54-a08c-df9c556b5468","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","34.00 EUR","14.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60471457_OSFM_CNF","","Nos league ess 9forty yankees","http://ballzy.eu/et/product/nos-league-ess-9forty-yankees-60471457-osfm-cnf","https://o.cropink.com/i/p-i/0537fa6a-fb8b-4e07-b2dd-a8a7ed8a3d25","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","21.75 EUR","New Era;Pruun;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60471459_OSFM_CNF","","Nos league ess 9forty yankees","http://ballzy.eu/et/product/nos-league-ess-9forty-yankees-60471459-osfm-cnf","https://o.cropink.com/i/p-i/51c06b59-a0f1-4185-b49c-0014a693ea17","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","14.00 EUR","New Era;Beež;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60471482_OSFM_CNF","","Nba essential 9forty lakers","http://ballzy.eu/et/product/nba-essential-9forty-lakers-60471482-osfm-cnf","https://o.cropink.com/i/p-i/a157f149-823b-48a8-a011-edb991bfca97","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","14.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60471484_OSFM_CNF","","Nba essential 9forty bulls","http://ballzy.eu/et/product/nba-essential-9forty-bulls-60471484-osfm-cnf","https://o.cropink.com/i/p-i/3661ba9b-dbae-483d-a205-9732d56269f9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","14.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"60471485_OSFM_CNF","","Nba essential 9forty bulls","http://ballzy.eu/et/product/nba-essential-9forty-bulls-60471485-osfm-cnf","https://o.cropink.com/i/p-i/7d41301c-2742-4ec1-81cc-e7957b98e73d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","19.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"80489299_OSFA_CNF","","League essential wmn yankees","http://ballzy.eu/et/product/league-essential-wmn-yankees-80489299-osfa-cnf","https://o.cropink.com/i/p-i/ee9b6825-78c2-4297-84f5-97d996a2ebb6","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","19.00 EUR","New Era;Pink;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"80524868_OSFA_CNF","","Wmn essential 940 yankees","http://ballzy.eu/et/product/wmn-essential-940-yankees-80524868-osfa-cnf","https://o.cropink.com/i/p-i/4a8754a9-0015-46c8-8c20-19be2644823d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hats","29.00 EUR","19.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"9025501_X_CNF","","Downtown backpack","http://ballzy.eu/et/product/downtown-backpack-9025501-x-cnf","https://o.cropink.com/i/p-i/36a9cd46-7615-449a-8959-63ab444958cf","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Backpacks","49.00 EUR","26.00 EUR","Puma;Black;Lifestyle;in stock;Yes;Puma;Male|Female","","","","","","","","",""
"DV1307_104_10_CNF","","Air jordan 1 zm air cmft 2","http://ballzy.eu/et/product/air-jordan-1-zm-air-cmft-2-dv1307-104-10-cnf","https://o.cropink.com/i/p-i/87876b97-0366-47f0-bb2a-8480247d0f7b","","<html><body><p> esmaklassiline mokkamaterjal ja jordan brand´i signatuurne vahtpolster formula 23 ühendavad end, et anda sulle eriti luksuslik (ja eriti hubane) aj1. sa ei pea mängima ""kas või"", kui tegemist on stiili või mugavuse valimisega - mis on tore, 'sest sa väärid mõlemat&hellip; toote omadused: nike air tehnoloogia neelab lööki ja tagab pehmenduse igal sammul&hellip; veluurnahk pealses ja varvastes murdub kergesti sisse ja kohandub sinu jalgadega&hellip; jordan formula 23 vahtmaterjal h Vaata lähemalt ballzy.eu.","Men's Street Shoes","184.00 EUR","94.00 EUR","Jordan;Gray;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FJ3289_001_4.5Y_CNF","","Air force 1 lv8 3 gs","http://ballzy.eu/et/product/air-force-1-lv8-3-gs-fj3289-001-4-5y-cnf","https://o.cropink.com/i/p-i/58d0f9c7-39af-4efe-b307-efc45b7e190c","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Street Shoes","119.00 EUR","59.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Female|Children","","","","","","","","",""
"I031519_1YM01_S_CNF","","Michigan coat","http://ballzy.eu/et/product/michigan-coat-i031519-1ym01-s-cnf","https://o.cropink.com/i/p-i/7fed0bb1-0f39-452b-a464-749547bbc74c","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","159.00 EUR","74.00 EUR","Carhartt WIP;Gray;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"MT41538_NNY_2XL_CNF","","Nb athletics sport style relaxed crew","http://ballzy.eu/et/product/nb-athletics-sport-style-relaxed-crew-mt41538-nny-2xl-cnf","https://o.cropink.com/i/p-i/5990b2c2-db79-4f7a-8220-63953e00692f","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","74.00 EUR","39.00 EUR","New Balance;Blue;Lifestyle;in stock;Yes;New Balance;Male","","","","","","","","",""
"DD1391_101_11_CNF","","Nike dunk low retro","http://ballzy.eu/et/product/nike-dunk-low-retro-dd1391-101-11-cnf","https://o.cropink.com/i/p-i/75d7a9a6-5303-40a1-a1e0-084c48e16083","","<html><body><p> true to your crew&hellip; nike dunk low retro, mis on loodud kõvaplatsile, kuid viidud tänavatele, naaseb teravate kattematerjalide ja originaalsete meeskonnavärvidega. see korvpalli ikoon kanaliseerib '80ndate vibratsiooni kõrgekvaliteedilise nahaga pealses, mis näeb hea välja ja murdub veelgi paremini. kaasaegne jalatsitehnoloogia aitab tuua mugavuse 21. sajandisse&hellip; toote omadused: premium nahk pealses on täiusliku läikega ja murdub ilusti sisse&hellip; kaasaegne vahtpol Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","96.75 EUR","Nike;Green;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"DK0A4XFLCLB1_32_32_CNF","","Houston denim","http://ballzy.eu/et/product/houston-denim-dk0a4xflclb1-32-32-cnf","https://o.cropink.com/i/p-i/f0625b24-4a10-4221-98f0-60182be29b7a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","84.00 EUR","34.00 EUR","Dickies;Blue;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4XKBBLK1_26_CNF","","Elizaville rec","http://ballzy.eu/et/product/elizaville-rec-dk0a4xkbblk1-26-cnf","https://o.cropink.com/i/p-i/f7782469-7bf2-48c7-bd4f-65efaf1e97b7","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Pants","74.00 EUR","34.00 EUR","Dickies;Black;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"I033091_21ZXX_0_CNF","","Linus cap","http://ballzy.eu/et/product/linus-cap-i033091-21zxx-0-cnf","https://o.cropink.com/i/p-i/512c6a41-c520-4fc7-88e5-625f9827ea9b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Hats","54.00 EUR","24.00 EUR","Carhartt WIP;Blue;Lifestyle;in stock;Yes;Carhartt WIP;Male|Female|Children","","","","","","","","",""
"I033650_1NJXX_XS_CNF","","W´ hd american script sweat","http://ballzy.eu/et/product/w-hd-american-script-sweat-i033650-1njxx-xs-cnf","https://o.cropink.com/i/p-i/99c5886b-9314-4f91-979d-34a46e89161c","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hoodies","99.00 EUR","39.00 EUR","Carhartt WIP;Pink;Lifestyle;in stock;Yes;Carhartt WIP;Female","","","","","","","","",""
"IX6002_XS_CNF","","Cargo skirt","http://ballzy.eu/et/product/cargo-skirt-ix6002-xs-cnf","https://o.cropink.com/i/p-i/dacdf3c2-8499-429d-acd3-3040b5982988","","<html><body><p> selles seelikus kohtuvad utilitaristlik inspiratsioon ja adidas originals´i pärand. selle kaubataskud on kaunistatud 3 triibuga, mis pakuvad sportlikkust ja stiilsust ühes tükis. reguleeritavad püksirihmad küljel kutsuvad sind üles mängima välimusega - nii saad teha selle lühikeseks koos rüüsidega või lasta see sirgemalt ja pikemalt rippuda. sileda sileda koega kangas ja elastne vöökoht tagavad mugavuse kogu päeva jooksul. </p></body></html> Vaata lähemalt ballzy.eu.","Women's Shorts","49.00 EUR","24.00 EUR","adidas Originals;Beež;Lifestyle;in stock;Yes;adidas Originals;Female","","","","","","","","",""
"60435420_L_CNF","","Ne pinstripe jersey","http://ballzy.eu/et/product/ne-pinstripe-jersey-60435420-l-cnf","https://o.cropink.com/i/p-i/9aff2746-8f5e-4a7d-9bd5-32c8f9a7c611","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Shirts","54.00 EUR","24.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435421_L_CNF","","Ne pinstripe jersey","http://ballzy.eu/et/product/ne-pinstripe-jersey-60435421-l-cnf","https://o.cropink.com/i/p-i/35e938f6-90af-4325-b13f-20f777276263","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Shirts","54.00 EUR","24.00 EUR","New Era;Pruun;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435435_L_CNF","","Nba arch grphc os tee lakers","http://ballzy.eu/et/product/nba-arch-grphc-os-tee-lakers-60435435-l-cnf","https://o.cropink.com/i/p-i/92bf4ec3-19ce-497e-ac4f-f6dad6d275de","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","39.00 EUR","17.00 EUR","New Era;Gray;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60435471_L_CNF","","Mlb world series os tee tigers","http://ballzy.eu/et/product/mlb-world-series-os-tee-tigers-60435471-l-cnf","https://o.cropink.com/i/p-i/686b2e09-b6a9-40a2-b0d3-3f154a709d5e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","44.00 EUR","17.00 EUR","New Era;Blue;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"DK0A4XOYDS01_OSFA_CNF","","Duck canvas cross body","http://ballzy.eu/et/product/duck-canvas-cross-body-dk0a4xoyds01-osfa-cnf","https://o.cropink.com/i/p-i/99dc0406-7908-4871-957e-18414c11ed25","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Bags","44.00 EUR","17.00 EUR","Dickies;Beež;Lifestyle;in stock;Yes;Dickies;Male|Female|Children","","","","","","","","",""
"DK0A4XPOWHX1_L_CNF","","Maple valley tee","http://ballzy.eu/et/product/maple-valley-tee-dk0a4xpowhx1-l-cnf","https://o.cropink.com/i/p-i/9474a644-f98f-41d6-9f56-6a67af94bcf1","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Tees","34.00 EUR","14.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4XYWA281_L_CNF","","Summerdale hoodie","http://ballzy.eu/et/product/summerdale-hoodie-dk0a4xywa281-l-cnf","https://o.cropink.com/i/p-i/512fb64b-edde-496d-a52f-de16618b6300","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hoodies","74.00 EUR","34.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4Y8LWHX1_L_CNF","","Oakport boxy ss tee","http://ballzy.eu/et/product/oakport-boxy-ss-tee-dk0a4y8lwhx1-l-cnf","https://o.cropink.com/i/p-i/bfcb984c-3ddd-4ffd-ba0a-5d0d6b1fcc3e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Tees","34.00 EUR","14.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4YPTH151_113_CNF","","Glade spring socks","http://ballzy.eu/et/product/glade-spring-socks-dk0a4ypth151-113-cnf","https://o.cropink.com/i/p-i/bf1e60c9-c442-40ea-9e6e-38d61ff993a9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Socks","24.00 EUR","9.00 EUR","Dickies;Multicolored;Lifestyle;in stock;Yes;Dickies;Male|Female","","","","","","","","",""
"DK0A4YQ7SS01_L_CNF","","Herndon hoodie","http://ballzy.eu/et/product/herndon-hoodie-dk0a4yq7ss01-l-cnf","https://o.cropink.com/i/p-i/edbdd109-9140-4c6c-bf46-6747b4804e07","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","84.00 EUR","34.00 EUR","Dickies;Pruun;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4YRPC581_L_CNF","","Herndon tee ss w","http://ballzy.eu/et/product/herndon-tee-ss-w-dk0a4yrpc581-l-cnf","https://o.cropink.com/i/p-i/1da864ba-4f70-4cb5-9bee-99cee84fada8","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Tees","39.00 EUR","14.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4YRQC581_L_CNF","","Altoona tee ss w","http://ballzy.eu/et/product/altoona-tee-ss-w-dk0a4yrqc581-l-cnf","https://o.cropink.com/i/p-i/fdd05986-cb6b-4918-ac63-fafd2a67aaa7","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Tees","39.00 EUR","14.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4YSBH861_30_CNF","","Newington pant","http://ballzy.eu/et/product/newington-pant-dk0a4ysbh861-30-cnf","https://o.cropink.com/i/p-i/b112fa28-6cba-428e-aa8c-12a9bb0b2866","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","89.00 EUR","34.00 EUR","Dickies;Gray;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4YSFJ491_26_CNF","","Newington pant w","http://ballzy.eu/et/product/newington-pant-w-dk0a4ysfj491-26-cnf","https://o.cropink.com/i/p-i/8aaa0fe3-111a-4835-be53-7cbbc9529f87","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","89.00 EUR","34.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"M2002RFA_4.5_CNF","","New balance 2002r","http://ballzy.eu/et/product/new-balance-2002r-m2002rfa-4-5-cnf","https://o.cropink.com/i/p-i/e8dcfadf-89d7-475e-80c2-dfd3b6699191","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Street Shoes","159.00 EUR","74.00 EUR","New Balance;Beež;Lifestyle;in stock;Yes;New Balance;Male|Female","","","","","","","","",""
"DQ7382_493_S_CNF","","M j df sprt bc gfx ss hd crew","http://ballzy.eu/et/product/m-j-df-sprt-bc-gfx-ss-hd-crew-dq7382-493-s-cnf","https://o.cropink.com/i/p-i/d6c7c301-1f0c-45bf-ba81-4629759cfe5d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","54.00 EUR","24.00 EUR","Jordan;Blue;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"DQ9294_602_10C_CNF","","Jordan 23/7 td","http://ballzy.eu/et/product/jordan-23-7-td-dq9294-602-10c-cnf","https://o.cropink.com/i/p-i/a411588e-08cb-4077-a17f-1cd801940758","","<html><body><p> kujutage ette: on pargipäev ja teie väike laps on valmis minema minema. nad on juba uksel, kingad jalas, tormavad põnevusest. aga te ei pea neid aitama valmis saada - nad tõmbasid oma jalanõud ise jalga. jordan 23/7 on loodud just laste jaoks, omadega nagu suurem avaus vingerdavate jalgade jaoks ja eriti suured tõmblused krae ja kanna peal. lapsed saavad rohkem kontrolli oma jalanõude, mugavuse ja (mis kõige tähtsam) lõbu üle - täiskasvanuid pole vaja&hellip; toote omadused: 23/7 Vaata lähemalt ballzy.eu.","Kids' Street Shoes","59.00 EUR","29.00 EUR","Jordan;Red;Lifestyle;in stock;Yes;Jordan;Children","","","","","","","","",""
"DX1487_010_2XL_CNF","","M j df sprt dmnd short","http://ballzy.eu/et/product/m-j-df-sprt-dmnd-short-dx1487-010-2xl-cnf","https://o.cropink.com/i/p-i/ea8eb6e6-a51e-4ae0-a26e-4099b3bd02d3","","<html><body><p> oled valmis pallima? need kergest, hingavast ja higistavast tehnoloogiast valmistatud lühikesed püksid on mitmekülgselt kantavad kogu päevaks, nii väljakul kui ka väljaspool seda&hellip; toote omadused: need püksid on valmistatud kergest, hingavast ja higistavast võrgust: nike dri-fit tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul jääda kuivaks ja mugavaks&hellip; võrgukangas on kerge ja hingav&hellip; toote omaduste alapealkirjad: nike dri-fit tehn Vaata lähemalt ballzy.eu.","Men's Shorts","59.00 EUR","39.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FD0736_001_6.5_CNF","","W nike v2k run","http://ballzy.eu/et/product/w-nike-v2k-run-fd0736-001-6-5-cnf","https://o.cropink.com/i/p-i/805c99c6-03ed-4992-bcf1-e234eb2d56e6","","<html><body><p> kiiresti edasi. tagasi. ei ole oluline - see kinga viib retrohõngulised tulevikku. v2k taastab kõik, mida sa vomero puhul armastad, otse algusaegade jooksukataloogist pärit välimusega. kihiline segu räigest metallist, viitavatest plastikdetailidest ja täiesti vintage-esteetilise vahepealsest tallast. ja kopsakas konts tagab, et kuhu iganes sa ka ei läheks, on see mugavuses&hellip; toote omadused: mesh pealne tundub kerge ja õhuline&hellip; kahe tihedusega vahtpolster loob mugava  Vaata lähemalt ballzy.eu.","Women's Street Shoes","129.00 EUR","79.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Female","","","","","","","","",""
"FD0736_100_6.5_CNF","","W nike v2k run","http://ballzy.eu/et/product/w-nike-v2k-run-fd0736-100-6-5-cnf","https://o.cropink.com/i/p-i/85c669c9-2114-41a7-bc77-4e9b2e4d3a62","","<html><body><p> kiiresti edasi. tagasi. ei ole oluline - see kinga viib retrohõngulised tulevikku. v2k taastab kõik, mida sa vomero puhul armastad, otse algusaegade jooksukataloogist pärit välimusega. kihiline segu räigest metallist, viitavatest plastikdetailidest ja täiesti vintage-esteetilise vahepealsest tallast. ja kopsakas konts tagab, et kuhu iganes sa ka ei läheks, on see mugavuses&hellip; toote omadused: mesh pealne tundub kerge ja õhuline&hellip; kahe tihedusega vahtpolster loob mugava  Vaata lähemalt ballzy.eu.","Women's Street Shoes","129.00 EUR","79.00 EUR","Nike;Multicolored;Lifestyle;in stock;Yes;Nike;Female","","","","","","","","",""
