item_id,title,description,url,brand,seller_name,image_url,availability,price,sale_price,is_ads_eligible,ads_metadata
E1025_B_2009_CNF,2pp star chevron double stripe long crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/2pp-star-chevron-double-stripe-long-crew-e1025-b-2009-cnf,Converse,Ballzy,https://o.cropink.com/i/p-i/c81bff57-7131-46f1-9334-4c6457a24976?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,9.00 EUR,5.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Converse"",""color"":""Black"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Converse"",""custom_label_4"":""Male""}"
E1025_W_2009_CNF,2pp star chevron double stripe long crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/2pp-star-chevron-double-stripe-long-crew-e1025-w-2009-cnf,Converse,Ballzy,https://o.cropink.com/i/p-i/77de1968-25e1-4e86-922b-6df6c891eb61?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,9.00 EUR,5.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Converse"",""color"":""White"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Converse"",""custom_label_4"":""Male""}"
E746_B_3009_CNF,3pp converse star chevron logo short quarter,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/3pp-converse-star-chevron-logo-short-quarter-e746-b-3009-cnf,Converse,Ballzy,https://o.cropink.com/i/p-i/c674b13b-8cbd-4d65-80d8-d3f7dd19fddb?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,14.00 EUR,9.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Converse"",""color"":""Black"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Converse"",""custom_label_4"":""Male""}"
E746_W_3009_CNF,3pp converse star chevron logo short quarter,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/3pp-converse-star-chevron-logo-short-quarter-e746-w-3009-cnf,Converse,Ballzy,https://o.cropink.com/i/p-i/5d2312f8-da7d-4f51-a54e-2638dd8f29da?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,9.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Converse"",""color"":""White"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Converse"",""custom_label_4"":""Male""}"
DO9543_014_L_CNF,Sas mnk df swgmn jsy stm 22,"emuleeri oma lemmikmängijat selles san antonio spursi trikotis, mis on fännide lemmik, mille logo ja kujundus vastab sellele, mida kannavad profid väljakul. lisaks sellele on selles hingav võrk koos higi ärajuhtiva tehnoloogiaga, mis aitab sind hoida jahedana ja kuivana, olenemata sellest, kas oled väljakul või lihtsalt linnas vabalt liikumas&hellip; toote omadused: dri-fit tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul jääda kuivaks ja mugavaks&hel Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/sas-mnk-df-swgmn-jsy-stm-22-do9543-014-l-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/9e997db1-5b6a-4f14-baf3-54f1a64dfc34?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,119.00 EUR,59.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Men's Tees"",""google_product_category"":""Men's Tees"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
30983702_6_CNF,Scoot zeros,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/scoot-zeros-30983702-6-cnf,Puma,Ballzy,https://o.cropink.com/i/p-i/e82e623b-54be-4594-b087-877872263216?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,104.00 EUR,39.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Puma"",""color"":""Multicolored"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Puma"",""custom_label_4"":""Male""}"
FJ6823_100_L_CNF,U j everyday essentials crew 1,"pehme ja veniv disain, higi ärajuhtiv tehnoloogia ja toetav rihm teevad jordan everyday essentials crew sokid just selliseks - hädavajalikuks. kas sa'lööd jõusaali või jooksed asju, tee seda mugavalt ja stiilselt&hellip; toote omadused: nike dri-fit tehnoloogia viib higi nahast eemale, et see aurustuks kiiremini, aidates sul jääda kuivaks ja mugavaks&hellip; kaare ümber olev rihm on mugav ja toetav&hellip; toote omaduste alapealkirjad: tootedetailid: 96% polüester/4% elastaani. m Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/u-j-everyday-essentials-crew-1-fj6823-100-l-cnf,Jordan,Ballzy,https://o.cropink.com/i/p-i/6b37fb46-2d2b-42e9-a9ca-2e7cceab8acb?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,24.00 EUR,12.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Jordan"",""color"":""White"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Jordan"",""custom_label_4"":""Male|Female|Children""}"
DZ1551_900_L_CNF,U nk ed perf csh crw 2p 168 ud,"kõrgendatud twill-muster, värvitu lõng ja vööndiline pehmendus tähendavad puhast jõudlust, olgu see siis igapäevane töö või pikk matk. ja me ei ole unustanud olulisi asju: kaare ümber olev rihm hoiab teie sokid mugavalt ja toetavalt, samas kui ribid ülaosas aitavad neil püsti püsida&hellip; toote üksikasjad: 64% puuvill / 34% polüester / 2% elastaani. masinpesu. imporditud. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/u-nk-ed-perf-csh-crw-2p-168-ud-dz1551-900-l-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/97c70e6f-13a7-4019-9e43-bf0d4a81de06?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,24.00 EUR,12.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Beež"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female|Children""}"
FPHD6293_CBUYYPPPSCAR_L_CNF,Nba head coach hoodie bulls,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/nba-head-coach-hoodie-bulls-fphd6293-cbuyypppscar-l-cnf,Mitchell &amp; Ness,Ballzy,https://o.cropink.com/i/p-i/e91bc60a-8653-4d6a-aafa-faef55f101d8?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,99.00 EUR,29.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Mitchell &amp; Ness"",""color"":""Red"",""product_type"":""Men's Hoodies"",""google_product_category"":""Men's Hoodies"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Mitchell and Ness"",""custom_label_4"":""Male""}"
FJ6459_100_3.5Y_CNF,Jordan tatum 2 gs,"enne kõrgeid skoore ja mvp auhindu tuleb teha esimene samm. tatum 2 teeb selle lihtsaks kokkuklapitava kannaga, mis vedrutab tagasi oma kohale, kui oled sisse astunud. ja väljakul aitavad kohanduv sobivus ja tõhus konstruktsioon sul jääda kergelt jalule, kuni kuuled seda suminat&hellip; tooteomadused: tatum 2 raam on talla alla ja pealsele mähitud, et toetada sinu madalal maa peal mängimist, mis lisab pidamist&hellip; sa'oled väljakul alati liikvel. see'on koht, kus kummist välis Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/jordan-tatum-2-gs-fj6459-100-3-5y-cnf,Jordan,Ballzy,https://o.cropink.com/i/p-i/ff92736b-31a3-4168-b0f9-61ee23e6a8e7?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,99.00 EUR,49.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Jordan"",""color"":""White"",""product_type"":""Kids' Basketball Shoes"",""google_product_category"":""Kids' Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Jordan"",""custom_label_4"":""Children""}"
31035401_6.5_CNF,Scoot zeros,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/scoot-zeros-31035401-6-5-cnf,Puma,Ballzy,https://o.cropink.com/i/p-i/1216d6c9-1325-4033-ac6e-4a5fcb47ec39?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,99.00 EUR,39.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Puma"",""color"":""Multicolored"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Puma"",""custom_label_4"":""Male""}"
IE7798_7.5_CNF,D.o.n. issue 5,"alates hetkest, mil ta esimest korda kõnniteele astus, on donovan mitchell olnud mängu muutja, ja see on jätkunud isegi siis, kui tema mäng on kasvanud ja arenenud. need d.o.n. issue 5 signatuurkingad adidas basketballilt jätkavad spida väljakul tegutseva isiksuse ja tema väljakuvälise sotsiaalse aktiivsuse arendamist. need korvpallitrennised, millel on ülikerge lightstrike-välipõhi ja ainulaadne kummist välistald, millel on kõrgendatud tõmbemuster, aitavad sul domineerida mängus Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/d-o-n-issue-5-ie7798-7-5-cnf,adidas Performance,Ballzy,https://o.cropink.com/i/p-i/ec098557-3688-4837-8a76-0e5240be0807?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,129.00 EUR,49.00 EUR,true,"{""business_line"":""basketball"",""brand"":""adidas Performance"",""color"":""Blue"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""adidas Performance"",""custom_label_4"":""Male""}"
IF1514_8_CNF,Dame 8 extply,"ärge kunagi põgenege lihvimise eest. damian lillardi ja adidas basketballi uusimaid signatuurtrenažööridega ei pea sa seda tegema. need dame 8 extply jalatsid on loodud suurepärase vastupidavuse tagamiseks ning neil on dünaamiline bounce-välipõhi, mis ühendab kõrgendatud stabiilsuse kerge ja paindliku pehmendusega. sisemine soki konstruktsioon ja tpu tõukeplaat hoiavad sind kindlalt paigal ja liikumises, olenemata sellest, kas veedad tundide kaupa jõusaalis, kus sa võidad kaugelt Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/dame-8-extply-if1514-8-cnf,adidas Originals,Ballzy,https://o.cropink.com/i/p-i/598d43e2-62f9-4000-830f-cf4a495999bc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,129.00 EUR,79.00 EUR,true,"{""business_line"":""basketball"",""brand"":""adidas Originals"",""color"":""Multicolored"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""adidas Originals"",""custom_label_4"":""Male""}"
FZ1321_601_10_CNF,Jordan zion 3 nrg,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/jordan-zion-3-nrg-fz1321-601-10-cnf,Jordan,Ballzy,https://o.cropink.com/i/p-i/47414945-18d0-4bd2-9e93-ab5045ae6e75?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,179.00 EUR,99.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Jordan"",""color"":""Multicolored"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Jordan"",""custom_label_4"":""Male""}"
FN4106_010_MISC_CNF,Nike utility speed backpack - version 2.0,"kui sinu spordikapp oleks seljakott, siis näeks see välja nii. avaras põhikambris on võrktasku, sülearvuti ümbris ja piisavalt ruumi kingapaari ja vahetusriiete jaoks. see muudab töölt järgmisele treeningule jõudmise imelihtne&hellip; toote omadused: lukkudega tehnikatasku mahutab kuni 16"" sülearvuti&hellip; polsterdatud selja- ja õlarihmad tagavad mugava istuvuse&hellip; tihedalt kootud polüester pakub rasket tuge&hellip; toote omaduste alapealkirjad: tootedetailid: 11"" w x 19"" Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/nike-utility-speed-backpack-version-2-0-fn4106-010-misc-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/5f2b04c2-6e6e-4d34-94eb-ccfa0a239653?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,99.00 EUR,79.20 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Kids' Backpacks"",""google_product_category"":""Kids' Backpacks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female|Children""}"
IG6648_8_CNF,Harden volume 8,"james hardeni-suguse superstaari jaoks ei piisa mängu muutmisest, vaid ta peab seda ka revolutsiooniliselt muutma. adidas basketballi ja james hardeni uusimad signature jalanõud tähistavad jätkuvalt ühte korvpalli tippskoorijat ja eliitpersoonust. kombineeritud adidas boost- ja lightstrike-välipõhjaga korvpallijalatsid pakuvad sulle vajalikku tuge, et domineerida iga kord, kui sa põrandale astud. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/harden-volume-8-ig6648-8-cnf,adidas Originals,Ballzy,https://o.cropink.com/i/p-i/fc4c0e70-74db-4f25-94ad-123bb8d06839?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,189.00 EUR,79.00 EUR,true,"{""business_line"":""basketball"",""brand"":""adidas Originals"",""color"":""Black"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""adidas Originals"",""custom_label_4"":""Male""}"
FB2239_103_9_CNF,Lebron witness viii,"kui sa astud lavale, siis millist esinemist sa tahad näidata? lõpeta show nendes lebron witness 8´s ja anna teada, et sinu elegantsil ja täismõõtmelistel oskustel ei ole piire. see liibuv ja julgelt vormitud kinga pakub stabiilsust, kui plahvatad ja pehmet maandumist, kui tuled tagasi maapinnale, võimaldades kingpins nagu sina ja lebron siduda, pidurdada ja poltida põhijoonelt põhijoonele&hellip; toote omadused: see kinga pakub stabiilsust, kui plahvatad, ja pehmet maandumist, ku Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/lebron-witness-viii-fb2239-103-9-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/87c35efa-1cf4-4bbb-a553-2728517d8f5d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,139.00 EUR,91.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Red"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
SX7587_010_L_CNF,Unisex nike elite crew socks - nba 132,"parimad piljutajad&hellip; nike elite nba crew sokid on mängijate valik mugavuse ja toe tagamiseks. need'on valmistatud esmaklassilisest kudumilõngast, millel on higistav tehnoloogia ja pehmendus seal, kus see on oluline. sokid on märgistatud nba logoga ja tähistatud vertikaalselt nike basketballi tipptasemel elite triibuga&hellip; tooteomadused: premium kudumkangas koos higistamistehnoloogiaga aitab sul kuivana ja mugavalt püsida&hellip; pehmendused jalgade all olevates võtmekoh Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/unisex-nike-elite-crew-socks-nba-132-sx7587-010-l-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/71c54a53-621e-4fb3-8397-24b6744c20e2?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,24.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female|Children""}"
DV4855_566_S_CNF,Phoenix suns nike dri-fit swingman jersey icon 2023,"igal meeskonnal on oma tõelised värvid, eksimatu identiteet, mis eristab seda ülejäänud liigast. austades rikkalikku korvpallipärandit, on see phoenix sunsi trikoo inspireeritud sellest, mida profid kannavad kõnniteel, alates meeskonna detailidest kuni kerge, higistavani võrgustikuni. see aitab hoida sind kuivana ja jahedana nii väljakul kui ka väljaspool seda, kui esindad oma lemmikmängijat ja mängu, mida armastad&hellip; toote omadused: nike dri-fit tehnoloogia viib higi nahast Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/phoenix-suns-nike-dri-fit-swingman-jersey-icon-2023-dv4855-566-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/a0cf5a6b-7ef1-4b97-8317-4febb9b8a22c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,119.00 EUR,59.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Purple"",""product_type"":""Men's Tees"",""google_product_category"":""Men's Tees"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
DX2294_003_5.5Y_CNF,Ja 1 gs,"plahvatusohtlik. põnev. lõbus. ja morant'i esimene allkirjastatud korvpallijalats nike´iga tervitab ühte tänapäeva tõusvat tähte. need jalanõud on kerged ja hingavad, nii et tunned end väljakul kiirelt ja mugavalt oma liigutusi harjutades. pehme pehmendus tähendab, et võid end kindlalt tunda, kui hüppad kõige kõrgemale - ja lendad nagu ja. tema allkirja ja logoga keelel, esinda tulevase superstaari uhkust, kui on mänguaeg&hellip; toote omadused: pehme võrk pakub tuge ja hingavust Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/ja-1-gs-dx2294-003-5-5y-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/be8e5b44-d939-40e2-ae26-7cb020ca2b40?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,109.00 EUR,59.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Green"",""product_type"":""Kids' Basketball Shoes"",""google_product_category"":""Kids' Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Female|Children""}"
HF0451_001_8_CNF,Jordan one take 5 paris,"kiirenda, pange, tulistage, lööge - ja siis korrake. russell westbrooki uusim jalanõu on siin, et toetada sinu kiirusmängu, aidates sul jääda peatumatuks rünnakul. välimised silmapaelad ja ümbritsevad varbaosad lisavad väljakul ohjeldust. lisaks aitab energiat tagastav air zoom pehmendus esijalal hoida teid uppumas 'em 1. kuni 4.&hellip; toote omadused: tunda end mängimise ajal toetatuna ja turvaliselt tänu disainile, mis seab väljakul esikohale ohjeldamise&hellip; air zoomi üksu Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/jordan-one-take-5-paris-hf0451-001-8-cnf,Jordan,Ballzy,https://o.cropink.com/i/p-i/aef9c7a4-5c25-4531-af58-ad11f2490210?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,114.00 EUR,49.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Jordan"",""color"":""Multicolored"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Jordan"",""custom_label_4"":""Male""}"
LAS16462_BK_L_CNF,Unisex response performance crew 2 pack,"saage mugavust new balance unisex response performance crew 2 paari. need pehmendusega meeskonnapikkuses sokid pakuvad tugevad tugipunktid ja võrkpaneelid ventilatsiooniks. kas sa oled jalutamas või jõusaalis, need tõhusad sokid katavad sind. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/unisex-response-performance-crew-2-pack-las16462-bk-l-cnf,New Balance,Ballzy,https://o.cropink.com/i/p-i/d7d419d3-a9c2-4859-a35b-3466f1fcb699?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,10.00 EUR,true,"{""business_line"":""basketball"",""brand"":""New Balance"",""color"":""Black"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""New Balance"",""custom_label_4"":""Male|Female|Children""}"
LAS16462_WT_L_CNF,Unisex response performance crew 2 pack,"saage mugavust new balance unisex response performance crew 2 paari. need pehmendusega meeskonnapikkuses sokid pakuvad tugevad tugipunktid ja võrkpaneelid ventilatsiooniks. kas sa oled jalutamas või jõusaalis, need tõhusad sokid katavad sind. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/unisex-response-performance-crew-2-pack-las16462-wt-l-cnf,New Balance,Ballzy,https://o.cropink.com/i/p-i/20b8a532-c358-4e84-ba88-57c4718dc306?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""New Balance"",""color"":""White"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""New Balance"",""custom_label_4"":""Male|Female|Children""}"
PSO003_115_L_CNF,U nk elt crew quick - promo,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/u-nk-elt-crew-quick-promo-pso003-115-l-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/577f2386-2df1-4b07-90dd-d75b7428ec4d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,23.00 EUR,12.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Multicolored"",""product_type"":""Women's Socks"",""google_product_category"":""Women's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female""}"
JI4066_10_CNF,A.e. 1 low,"pitsid on ühe mängude tõusva superstaari stiilis. need signature tossud adidas basketballilt ja anthony edwardsilt on loodud sertifitseeritud ämbrikeste jaoks. kombineeritud boost ja lightstrike-välipõhi on ülikerge ja lisab sinu kõige plahvatusohtlikumatele liigutustele silmapaistvat energiatagastust. kummist välistald annab sulle kogu vajaliku toetuse, et rünnata korvi, samas kui signature anthony edwards´i bränding täiendab välimust. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/a-e-1-low-ji4066-10-cnf,adidas Performance,Ballzy,https://o.cropink.com/i/p-i/87a7143e-3b31-47ed-ab35-4a1d73ccf522?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,129.00 EUR,54.00 EUR,true,"{""business_line"":""basketball"",""brand"":""adidas Performance"",""color"":""Gray"",""product_type"":""Men's Basketball Shoes"",""google_product_category"":""Men's Basketball Shoes"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""adidas Performance"",""custom_label_4"":""Male""}"
LAS33863_BK_L_CNF,Nb everyday crew 3 pairs,"new balance nb everyday crew 3 paari sokke on oluline täiendus igale garderoobile. need meeskonnasokid on valmistatud kergest, pehmest puuvillast, mis muudab need mugavaks ja kergesti puhastatavaks. klassikaline nb logo on elegantse, tagasihoidliku stiiliga, mis sobib ideaalselt igaks vabaajaürituseks. igas pakendis on kolm paari meeskonnasokke. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/nb-everyday-crew-3-pairs-las33863-bk-l-cnf,New Balance,Ballzy,https://o.cropink.com/i/p-i/ec264cc2-bf9c-4906-add5-dd64cb768231?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,14.00 EUR,true,"{""business_line"":""basketball"",""brand"":""New Balance"",""color"":""Black"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""New Balance"",""custom_label_4"":""Male|Female|Children""}"
LAS33933_BK_L_CNF,Nb everyday ankle 3 pack,"new balance nb everyday ankle 3 paari sokke on oluline täiendus igale garderoobile. need pahkluu sokid on valmistatud kergest, pehmendavast puuvillast, mis muudab need mugavaks ja kergesti puhastatavaks. klassikaline nb logo on elegantse, tagasihoidliku stiiliga, mis sobib ideaalselt igaks juhuslikuks sündmuseks. igas pakendis on kolm paari pahkluude sokke. Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/nb-everyday-ankle-3-pack-las33933-bk-l-cnf,New Balance,Ballzy,https://o.cropink.com/i/p-i/369023ea-700d-4b34-ae31-625b29cb0dad?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""New Balance"",""color"":""Black"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""New Balance"",""custom_label_4"":""Male|Female|Children""}"
LAS43262_AS2_L_CNF,Lifestyle tie dye midcalf socks 2 packs,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/lifestyle-tie-dye-midcalf-socks-2-packs-las43262-as2-l-cnf,New Balance,Ballzy,https://o.cropink.com/i/p-i/9be9b4ff-e810-4b9d-be6a-33219b33d726?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,9.00 EUR,true,"{""business_line"":""basketball"",""brand"":""New Balance"",""color"":""Multicolored"",""product_type"":""Kids' Socks"",""google_product_category"":""Kids' Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""New Balance"",""custom_label_4"":""Male|Female|Children""}"
